Country ,Station,StoryNum,CrimeType,SuspectAgeGroup,SuspectGender,Coder1,Coder2,Coder3,Coder4,Coder5,Coder6,CodersAvg
Nigeria ,TVC news,49(3),Heinous,Adlts&Adolescents,Both,7,5,6,6,7,5,6
Nigeria ,TVC news,49(4),Heinous,Adults,Male,10,10,9,10,10,10,9.83
Nigeria ,TVC news,49(5),Heinous,Adults,Male,9,10,9,10,10,9,9.5
Nigeria ,CORE TV news,50,Serious,Adolescents,Both,5,6,5,5,5,5,5.17
Nigeria ,Legit TV,52,Serious,Adults,Male,9,10,9,9,8,9,9
Nigeria ,Channels,53(1),Heinous,Adults,Male,10,10,10,10,9,9,9.67
Nigeria ,Channels,53(2),Heinous,Adults,Male,8,7,8,8,7,7,7.5
Nigeria ,TV360,54,Serious,Adults,Male,8,7,8,9,9,9,8.33
Nigeria ,EBS3 news,55,Heinous,Adults,Male,10,10,9,8,10,10,9.5
Nigeria ,CORE TV news,56,Serious,Adults,Male,10,10,9,8,9,9,9.17
Nigeria ,Channels,57(1),Heinous,Adlts&Adolescents,Male,10,10,9,10,10,10,9.83
Nigeria ,Channels,57(2),Heinous,Adults,Both,10,10,9,10,10,10,9.83
Nigeria ,Channels,57(3),Heinous,Adults,Male,9,10,9,9,9,9,9.17
Nigeria ,TV360,58,Serious,Adults,Male,5,6,5,5,5,5,5.17
Nigeria ,TV360,59,Heinous,Adults,Male,8,10,7,8,8,8,8.17
Nigeria ,Legit TV,60,Heinous,Adults,Male,9,9,8,9,9,9,8.83
Nigeria ,TV360,61,Serious,Adlts&Adolescents,Both,10,10,9,10,9,9,9.5
Nigeria ,EBS3 news,62(1),Heinous,Adults,Male,10,10,10,8,9,9,9.33
Nigeria ,EBS3 news,62(2),Heinous,Adults,Male,10,9,8,9,8,8,8.67
Nigeria ,TV360,63,Serious,Adults,Male,9,8,7,7,7,8,7.67
Nigeria ,TVC news,64,Heinous,Adults,Male,10,10,10,9,9,10,9.67
Nigeria ,TVC news,65(1),Heinous,Adults,Male,10,10,10,9,10,10,9.83
Nigeria ,TVC news,65(2),Petty,Adults,Male,9,8,6,7,8,7,7.5
Nigeria ,TVC news,65(3),Serious,Adults,Both,10,9,8,9,8,7,8.5
Nigeria ,TVC news,65(4),Heinous,Adults,Male,10,10,9,9,8,8,9
Nigeria ,TVC news,65(5),Serious,Adlts&Adolescents,Both,10,9,8,9,7,7,8.33
Nigeria ,TVC news,66,Heinous,Adults,Male,9,9,8,9,9,9,8.83
Nigeria ,EBS3 news,67,Heinous,Adults,Both,10,10,10,10,9,9,9.67
Nigeria ,TVC news,68,Misdemeanor,Adults,Male,10,10,10,8,9,9,9.33
USA,Crime Watch Daily,60,Misdemeanor,Adults,Both,7,8,7,6,8,7,7.17
USA,Crime Watch Daily,61,Heinous,Adults,Male,5,6,6,6,7,6,6
Kenya,Nairobi News,43,Serious,Adults,Male,7,8,9,7,9,8,8
Nigeria ,Legit TV,69,Heinous,Adults,Both,10,9,9,10,9,9,9.33
UK,Sun UK,82,Serious,Adults,Male,5,5,5,5,5,5,5
USA,ABC,62,Serious,Adults,Female,7,8,7,8,7,7,7.33
USA,ABC,63,Heinous,Adults,Male,10,10,10,10,10,10,10
USA,ABC,64,Serious,Adults,Male,6,5,5,6,5,5,5.33
USA,ABC,65,Serious,Adults,Female,8,9,8,7,9,8,8.17
USA,ABC,66,Misdemeanor,Adults,Female,7,6,7,8,7,7,7
USA,CBS,67,Heinous,Adults,Male,9,8,9,9,9,9,8.83
USA,CBS,68,Heinous,Adults,Male,7,7,8,7,8,7,7.33
USA,Fox,69,Misdemeanor,Adults,Male,7,6,7,7,8,7,7
USA,NBC,70,Misdemeanor,Adults,Female,6,7,6,6,8,7,6.67
USA,ABC,71,Serious,Adults,Female,7,8,8,7,8,8,7.67
